,rating,title,text,average_rating,rating_number,year,month,day,hour
1295,1,Worst idea ever,"Why is zero stars not any option?! This set is terrible! Within one use, it made my hair PURPLE! It smells like men’s cologne! It’s watery and shampoo does not suds up whatsoever. Don’t waste your money please!!!",3.6,2472,2021,4,10,23
1296,1,"and far worse, it faded FASTER","I have used Manic Panic Purple Haze for years.  I finally decided to try the Amplified, as it allegedly lasts longer.  First, the color is different than the traditional formula.  Second, and far worse, it faded FASTER!  My purple streaks were brownish within three days.  I got the Amplified Vampire Red (I do streaks of 3 different colors), and it faded fast, but not as fast as the purple.  Save your money and time, get the regular Manic Panic.  The seller was fine, product arrived on time.",3.8,67,2016,5,18,4
1297,1,the bottle was smashed in the box,"The nail polish was smashed when I received it and leaked on everything, The replacement was old and peeled of the first day",2.6,5,2021,10,16,10
1298,1,Requires additonal work to sty on,I shouold have returned this product.  I doesn't stay attached.  Waste of money.,3.6,5,2019,1,11,13
1299,1,Does not clean teeth properly,Kids thought this was great brushing was easy.... then we went to the dentist and found out we had 6 cavities between 2 children who had never had a cavity before.,3.8,160,2021,5,21,15
1300,1,Only worked for a short time.,This product worked very well for the first three months then it began turning itself on and off at random intervals. It completely stopped working at 3.5 months.,3.6,63,2018,1,13,15
1301,1,Not as advertised at all!,It doesn’t look anything like the pic it’s not a realistic African American complexion It’s chalky grey and the makeup isn’t anything like advertised im sending back.,3.2,10,2020,6,29,15
1302,1,Not waxed,The description said waxed but they were not waxed. Prompt refund though!,3.6,23,2016,12,4,11
1303,1,Um...No not for me,I would like to see the makers of this product do a video of how this is supposed to work without ending up with eyebrows drawn either on their eyelid or their forehead. In all fairness I do have a large face.  It was good for a laugh though..,2.4,71,2020,7,21,17
1304,1,Not precise when closing,"It would not close with precision top lash with bottom lash, the applicator was off in one side so the top and bottom eyelashes would not stay together. Tried to align it but it broke.",2.5,259,2022,11,1,12
1305,1,Don't waste gour money and time,Small and cheap. Don't waste your money.,3.6,94,2018,1,6,15
1306,1,One Star,Broke in half after 1 use,2.8,3,2018,9,22,20
1307,1,Tears off skin and burns,"This stuff was horrible. If I can get it negative stars I would. It was a really disgusting brown color, and apparently stains walls and tears off paint and texture. The worst part about it is that it tears off your skin. My brother and I got it on our hands and both of our hands the skin is torn off and it burns. I would not recommend this product to anyone and I would recommend that the manufacture discontinue it immediately.",3.4,344,2015,12,19,22
1308,1,Product leaked out!,Product came with one bottle completely EMPTY. Will not be purchasing again.,4.7,1010,2022,4,26,16
1309,1,Terrible,The worse product I have ever used. Its so clumsy. Makes weirdest plastic sounds. It super cheap. I just cant stand it. It went into my drawer and I probably will never use it again. It also gets so hot.,2.9,65,2016,10,29,17
1310,1,only lasted one week,It dried out completely in one week,3.6,116,2021,6,23,3
1311,1,One Star,"THIS IS NOT STAINLESS STEEL.<br />they can all dangly, plastic, and not worth the money AT ALL.",4.1,2080,2014,8,14,5
1312,1,I'm almost positive they made of some kind of animal hair like horse. Don't buy this product,"This product is not human hair unless the deal brown hair extensions are bleached and over processed than dyed brown. I'm almost positive they made of some kind of animal hair like horse. Don't buy this product, I'd recommend you spend the extra money and get ones from a dealer or a store in person so you know what you are getting yourself into.",3.0,6,2016,8,21,8
1313,1,It s  a bad product. It. Broke right out of the box. Do not buy this,It is not a very good product it broke right out of the box on the very first try and it doesn’t cut the hair very well at all with the other devices<br />It is not worth the money. The clippers do not cut well at all. Don’t buy this,3.2,21,2022,1,27,19
1314,1,Didn't turn on,I returned it because it wouldn't turn on.,3.2,43,2017,9,17,2
1315,1,Mala calidad,Se va muy rápido el aroma es de muy mala calidad,4.5,79,2021,11,4,18
1316,1,A waist of my money,I got this product because i seen it online and it looked just like the ine i bought a year ago.  I just gave it to my 8 year old son because it was so cheaply made im very disappointed.  I payed 7 bucks for it and it was worth 2 bucks dint waist your money.,3.8,609,2018,7,18,21
1317,1,Loved it for the first 2 days,"Loved it for the first 2 days! Great concept...however, the light stopped turning off(like the button got stuck or something) and now the light stays on constantly resulting in dead batteries. I'm not going to replace batteries every few days for a $15 mirror! I wish I had the contact info for the company. Such a bummer. Looks like there are better options on Amazon so I'll try one of those. Beware of this one!",3.0,29,2016,2,17,15
1318,1,Save your money 💵,Doesn’t work at all nor does the eye lash holder. Had a magnet only on one side. Not worth it.,2.1,43,2021,9,11,15
1319,1,Not Happy,"I have been buying hair for a long time. I decided to give yours a try.  The hair is dry on the ends and shedding noted.  Whatever company you purchased this hair from, you should not purchase it again.  It is not a good hair.<br /><br />I don't recommend this hair!!",3.7,6,2020,8,13,22
1320,1,"NOT WOOD. Looks cheap, Was Damaged, Bad Returns Policy (you pay to ship and weigh the package)","I posted this review to a previous listing, so the seller started a new listing in an attempt to hide my review from you! So I have reposted my review here:<br />This item looks cheap in person. It isn't wood; it looks more like chipboard. Doesn't appear to be cherry, more like it has a cherry coloring applied to the chipboard. The photos make it look a lot nicer than it is. The finish looks cheap and the hardware is very yellow in color. It was also chipped on the front.<br />When we went to return it, we received a return label with ""postage required"" on it from the seller, YourBestBargains. I would have had to stand in a line at the post office and buy the postage in order to return it. The box is huge.<br />We then asked for a return stating that it didn't match the description. YourBestBargins refused the return saying we were out of the 30 day return window and that ""wood"" was part of the manufacture's description. Amazon messaged the seller on our behalf and stated that we were indeed within the return window; the seller still refused the return. There was a brochure within the box from the manufacturer, the manufacturer called this item ""Luxury Deluxe Cosmetic Box"" and didn't mention ""wood"" in the title or description.",3.7,4,2019,5,23,20
1321,1,Impossible to put on,After multiple attempts could not get the magnets to clip to my eyelashes. It also hurt my eyelids in the process as I was clamping down on them to find my base. Returning them. Not as easy as shown on video.,2.8,13,2022,3,6,1
1322,1,To actually wear it,Cheap and does not tighten on occipital bone area,3.6,190,2021,5,12,23
1323,1,One Star,Item is use and was never sealed disappointed and very upset I would just like my refund,3.8,55,2018,4,4,22
1324,1,Never received this item -,I can't review an item that never arrived - wasn't sure until yesterday which brand it was - talked to the person I gave the set to for Christmas and she confirmed that she got the Coastal Scents set ---I 'm sure this was on my statement - so I bought two with one missing in action -----Joan Blacker,3.5,244,2013,1,14,17
1325,1,Buyer Beware,Case came in missing two (2) packs of neckstrips.  Instead of 12 packages there were only 10.,4.8,1662,2021,4,14,13
1326,1,The fragrance doesn’t last at all.,This fragrance didn’t last overnight.,4.4,32,2021,1,22,20
1327,1,terrible,It fell apart when I used it the first time. Dont buy it.  The quality is terrible.  Its not worth buying.,3.3,19,2013,9,21,3
1328,1,One Star,quality is not very good,3.4,21,2018,3,8,19
1329,1,Don't Waste Your Money of this Extremely Poor Quality Brush,"I brought this brush to replace a similar one that I had made by goody. This brush is larger then it appears which wouldn't be a bad thing if the bristles on the brush were a little bigger. I brought this to use while blowdrying my hair. unfortunately this brush is absolutely useless. I tried to use it one time and the boar bristles were falling out in my hair and on my sink. the plastic bristles barely touch your roots or scalp when you brush your hair. Unfortunately I'm stuck with this useless piece of garbage because I had ripped up the box before testing it out. I've brought better brushes from the Dollar store. I never would have guessed that this one would be so bad. I've never brought a bad brush.<br />This brush doesn't deserve any stars, unfortunately you have to leave one in order to write a review. DON'T WASTE YOUR MONEY ON THIS extremely poor quality brush.",4.0,60,2017,8,5,1
1330,1,Useless,Doesn’t do anything,4.0,61,2019,8,24,11
1331,1,One Star,"Very poor quality, lasted literally one mani&pedi procedure.Won't buy again and do not recommend to anyone.",4.1,50,2016,3,25,19
1332,1,Desepcionada maltrato mi pelo,El producto llego bien y rapido pero no cumple con lo que dice al dia de hoy mi cabello esta super reseco y para nada me quito el tono amarillo huevo.,4.6,410,2020,7,29,3
1333,1,This product doesn't stay in place,The adhesive,2.4,84,2021,10,21,19
1334,1,Not a good product,It does nothing on what it claims to do,3.3,335,2023,5,10,16
1335,1,Would not buy again.,The bottles are tiny....... and the color does not stay on. This product reminds me of the nail polish they sell for little girls.,3.4,529,2021,1,27,20
1336,1,Not good. Be careful before you buy!!!,"The product seems different that what i had before when I ordered it from someone else it was greasy and even with setting powder, it still melted like butter sliding out of place and creased under my eye. The color was off and I could not return it. I strongly don't like that I cannot return it. It would have been 3 stars just for the fast delivery but the return issue is a problem.",4.3,166,2016,1,20,0
1337,1,"Nice color, but didn’t work","Unfortunately, it wouldn’t work plugged into my computer.",3.4,6,2019,2,24,23
1338,1,Waste of money!,Awful brushes! The hairs keep falling out in clumps!! Waste of money!,3.7,141,2016,2,6,23
1339,1,Wasted of money,"Cheap, cheap, cheap!!! Wasted of money..",3.4,10,2017,11,25,4
1340,1,Small,No good if you have a lot of hair,4.5,1210,2023,5,10,0
1341,1,One Star,I cant use it on my face.. its very hard..,3.2,28,2015,5,13,7
1342,1,Not stainless steel,"After a few times of use, this is rubbish, it’s all rusted. That’s not what I call stainless steel, I want my money back!",4.5,199,2019,6,18,4
1343,1,Poor quality,"Heavy rigid plastic, but the killer was that I used it once and it never worked again. I had purchased one earlier and the same thing happened, but I thought I just got a defective item. Slow learner.",3.1,10,2021,2,8,2
1344,1,I DON'T KNOW YET BUT WILL FOLLOW UP,"I am having trouble getting them together, but I will try again or have someone help me. If they work then they will be worth the money.",4.3,474,2020,5,27,7
1345,1,Not like the little one,"Bought because we have a smaller capacity of this same item and wanted a larger one. This one doesn’t run for as long as it says, even with the intermittent mist setting. Also, even when light is off, the glow from the power light extends up the cone and lights the room up. Not good for at night. The small one doesn’t do that.",4.6,158,2022,1,13,19
1346,1,PURE CRAP,The only thing I got was stained cuticles,3.6,20,2021,4,11,14
1347,1,Horrible,The color was absolutely nothing like picture ...it was a atrocious orange do not buy,3.2,13,2022,12,15,18
1348,1,"Great stretch, but breaks easily","Great stretch but breaks easily. The bands are smooth so hair doesn't get tangled and are easy to work with. Unfortunately, after being in my hair, the bands all started to snap. Not due to excessive stress, but due to just regular hair products (cream/oils) breaking down the band. Definitely not recommended for use one ethnic hair!",3.8,140,2018,3,8,0
1349,1,One Star,Not pigmented at aaaalll.,4.1,27,2016,4,24,19
1350,1,Rubs off way too easily,Rubs off way too easily.,4.2,396,2016,11,5,3
1351,1,Garbage,The design wore off almost immediately.,4.3,56,2019,1,25,1
1352,1,Waste of my money,"Waste of my money. They come completely straight, so when applying they do not want to curve around your lash line. Wish I would of<br />Never bought.",2.5,60,2017,12,17,23
1353,1,I don’t feel I received the correct product.,"Upon receiving my product there was a crack in the roller and the top ring that is on the handle was scratched up but the bottom one was not, it look like it had been dropped. The box the roller came in was not a Toullgo, it just said jade roller, clearly on my description of the product that I purchased, I don’t feel I received the correct product,",3.8,355,2020,4,28,16
1354,1,One Star,cheap and too small,3.1,20,2014,10,5,16
1355,1,I wanted it to be amazing as their advertising,"So I’ve been following manscaped for a couple of years and have always been interested in their products, both on design, their specifications, and their advertising.<br /><br />I was honestly pretty dissatisfied by both the Lawnmower and their nose tool. I’ll give my personal non biased pros and cons on the Lawnmower because that’s where I would like to discuss my experience.<br /><br />Lawnmower Pros: the battery life is amazing, I haven’t charged mine in a month and it still has battery life. Also the led light is very bright and convenient. The design is very modern and sleek, easy to hold use, and it extremely quiet.<br /><br />Cons: the blade is not as skin proof as advertised, and when wet the bottom guide tugs making<br />It not very maneuverable. Secondly I whole heartedly belive I was mislead by the amount leftover from using it. It leaves behind at least a 1/16th amount of hair that you would have to go over again with a razor due to the blade not being able to get close enough. Why advertise a product knowing it can’t shave baby smooth like advertised?<br /><br />Overall, for the price it’s definitely a great buy, the pros do outweigh the cons to some extent. But In the end a razor is much more effective and less of a chance for nipping yourself. Until they come out with a stubble remover, I don’t think this would be a product you’d want if you prefer smooth and no stubble.",4.5,2871,2022,7,28,2
1356,1,Made my hair frizzy,Made hair frizzy,4.8,17,2022,5,12,19
1357,1,Disappointed,I loved this product until they changed it and made it too perfumey .  It smells like a salon now and is way too strong a smell and tends to give me a headache.  Unfortunately it is an Non refundable item.,4.8,136,2021,5,17,4
1358,1,DO NOT PURCHASE,"Have used this tanning oil many times, but something was wrong with this product. Put on would not dry, and gave no tan at all. Love this brand but this was old or something. Do not purchase. Messaged seller with no response at all. Threw my money away.",4.5,24,2020,9,21,2
1359,1,Terrible buy,This wig looked Nothing like the photo.  Could have been something my late grandma would have passed up as well.,3.7,25,2022,7,30,22
1360,1,Waste of money,I disliked how hard it was to put them on,2.5,15,2019,6,23,23
1361,1,One Star,"I expected the mirror look, it's just metallic",2.9,4,2017,6,12,2
1362,1,"Ineffective, didn't worsen or improve hair","Hair type is coarse, wavy to curly shape, dry, protein sensitive, coconut oil sensitive & seeking moisture.<br /><br />Took a chance on this since the tagline was ""deep moisture"" and did not feature coconut oil in the top list of ingredients. It smells fine, but pretty much forgettable as a product. Each time it was used it was after washing hair with warm water and letting it sit for an hour before rinsing out. It didn't dry out my hair or make it brittle, but it also didn't hydrate it at all.",4.7,3259,2021,9,22,21
1363,1,TERRIBLE PRODUCT,Absolutely TERRIBLE!!!!  NO INSTRUCTIONS ON HOW TO USE.  I TRIED THIS WAY AND THAT WAY TO NO AVAIL.  NEVER WILL I PURCHASE ANYTHING MADE IN GERMANY-THEY CAN KEEP THEIR STUFF.,3.9,98,2013,12,4,15
1364,1,Flimsy.,"Fell apart in a few days. Great concept, but not sturdy.",3.5,572,2017,12,24,21
1365,1,This product is not compatible with the one blade.,The blades did not click in and attach.  They fall out during use.  As well as the blades not being as sharp and pulling hair out and not making a clean cut.  The heads also fail to pivot anywhere near like the brand name version.  Do not waste your time trying to save a few dollars.  I'm returning the product It's terrible in every way.,2.4,181,2022,2,8,23
1366,1,Not much cleansing,This cleanser is too creamy for me.  Very moisturizing but not much cleansing.  I would not buy again.  Probably won’t finish either.,3.8,21,2018,9,23,19
1367,1,Leaves streaks on nail,I bought this one because it’s the one the salon uses when I go but they must not be the same because this one is streaky. And you CANNOT RETURN IT. Either buy it through another seller or don’t go with this one at all is my advice,4.6,1271,2022,2,23,1
1368,1,Product was Basically empty,Used one time and barely any product came out. Very disappointed was really looking forward to trying it.,3.4,42,2020,1,6,4
1369,1,not water proof,This product is not water proof.  Very disappointed,3.3,409,2020,4,24,20
1370,1,One Star,Product arrived promptly but quality is the worst.,3.9,16,2016,8,24,1
1371,1,Boo,Doesn't cure,4.1,1332,2020,11,30,16
1372,1,Poor,"Poor quality, Don't wast money buying it",3.5,93,2019,7,1,16
1373,1,Go back to old version,"I LOVED the old version of this! The new True Color is not good. It goes on too thick, AND it has a bit of red color to it! I thought I was just imagining it, so I pulled out what remained of the old version Blonde Glimmerstick  - and sure enough, the new one had some red to it. So now I am stuck with 3 or 4 &#34;blonde &#34; that I won't even use now.",4.7,42,2017,9,4,12
1374,1,not at all like the picture or even close to coloured black light paint.,"I have one yellow the reacts, the others just don't work at all. Don't buy",3.6,104,2020,4,8,20
1375,1,Don’t buy. Quality is very bad,It doesn’t work. Very bad quality. Impossible to mark with them. they are hard and scratching skin.,3.6,146,2020,3,20,15
1376,1,It has an odor like the zoo. Even after soaking in shampoo still drives with an odor had to toss it,It has an odor like the zoo,2.8,5,2020,11,4,20
1377,1,Too Small,Too small to work .. total waste,3.8,40,2021,2,22,19
1378,1,One Star,Too small,4.1,879,2015,5,9,3
1379,1,Nope,You get what you pay for.<br /><br />I used it with a oil/water base make up remover and it actually didn’t absorb anything lol it was horrible,4.6,2484,2022,3,29,2
1380,1,not what i expected,This ponytail looked used and frizzy,3.4,78,2021,5,26,21
1381,1,Bottles are sticky and leaking,"Bottles are sticky and leaking - no returns, complete rip off.  DO NOT BUY",4.7,164,2023,5,3,13
1382,1,Not recommended,"Although I am a fan of Burts bees products, I did not like this gloss. It has no color & it goes on quite mushy. I wouldn’t recommend it.",3.9,51,2019,8,21,23
1383,1,Not A Good Product,Very disappointed. The was dryed way too quickly once it was on my face. Did not remove hair effectively. Huge waste of money.,3.7,228,2018,3,13,23
1384,1,smaller than advertised,Does not have the crease like in the picture so it presses tight against my face. Ear loops are entirely too small. Generally just not a good mask for an adult,3.5,101,2020,7,30,18
1385,1,Do not buy cheaply made,Cheat material shredding,4.4,71,2021,3,9,22
1386,1,Stop. Don't Buy!,Can't find replacement heads. Terrible purchase.,3.7,28,2020,5,11,22
1387,1,useful,not useful,3.2,14,2019,10,4,15
1388,1,Yuck!,"Sticky jelly-goop, not original from this seller.",4.0,51,2021,4,26,13
1389,1,didn't work for me,"unfortunately, It did not work for me. it didn't even beep when I would put it on my eyes. I tried it multiple times in different areas and nothing worked",3.8,109,2021,8,12,20
1390,1,Arrived broken,[[VIDEOID:137cc978fa189d3499c93ed9fcd1ef2f]] The pallette had 2 colors broken and a third that was smudged. It looks used.,4.6,163,2022,1,25,0
1391,1,NOT an XL!,"Not sure who is doing the measuring but this is def not an XL. It is just your standard, run of the mill, shower cap. I've been looking for a large shower cap to fit over my braids so I can stop using plastic grocery bags, but I guess I'll have to keep searching!",4.3,1190,2019,1,24,4
1392,1,Does NOT work like the pictures show,"The instructions were limited, and the polish didn't behave the way it's shown in the display photos.  The polish turns darker surrounding the magnetic design, but it doesn't get black.  It gets kind of baby-puke brown.  Terribly disappointed.",4.0,666,2021,4,2,16
1393,1,Horrible; do not buy,Cheaply made product that was broken upon arrival; I returned them.  Warning:  DO NOT BUY!!!,2.2,4,2019,7,22,20
1394,1,Don’t buy!!,Don’t bother save your money!!!,3.2,75,2022,7,28,13
1395,1,"Weak and ""oily""","I purchased Tom Ford Oud oil with 2 other scents, Creed (Pink) and Tom Ford NOIR.  IMO all three smelled like the original scent.  However, The Tom Ford Oud I received had terrible longevity, after 15 minutes nothing.  The other two that I purchased at the same time lasted all day.  When I opened the top on the Tom Ford Oud the scent was very weak with a heavy &#34;oil&#34; smell, like it had been diluted.  The other two oils did not have the &#34;oil&#34; smell.  I would like to return and get a replacement, but because it is liquid that's not going to happen.  At this point I don't know if I just got a bad batch or if the Oud scent is always weak and &#34;oily.&#34;",4.0,121,2017,7,17,20
1396,1,Desodorante,"Muy caro por solo uno y la especificación está mal escrita, pensé q venían 4 y no 1.",2.5,5,2021,1,31,21
1397,1,Doesn’t fit,Doesn’t fit well would not buy again.  My 9 year old granddaughter can’t even put this on.,4.1,236,2021,10,9,20
1398,1,Junk,Dont buy!,1.0,2,2022,4,25,20
1399,1,BURNS MY SKIN!!!,I used these right before bed to clean my face and it was my skin feel like it was on fire!! Then i started breaking out all over which I have never had a problem with. Worst thing I have ever put on my skin. DO NOT BUY!!!,4.5,4127,2019,11,6,20
1400,1,If you like the scent of the foam bath,"Smells soooooo strongly of patchouli. The aromatherapy foam bath has a lot more citrus. If you like the scent of the foam bath, don't buy this, because they are not the same at all! I could smell it before even spraying it.",4.5,271,2016,1,12,22
1401,1,worst thing i ever bought,never worked right. had to take cutter off all the time and run it or move the rod. After 6 months it stopped working all together I thew it away and bought a Braun. i have had it 8 months and love it.,4.4,807,2022,8,26,22
1402,1,"were great, not anymore. very disappointed","**UPDATED REVIEW****<br />My initial review was for my first purchase of this hair, the company USED to be honest and very friendly and helpful. I don’t know why but the first ones I bought they sent me nice thick extensions like they advertise so I felt safe in purchasing more, Big mistake! They sent me horrible hair, very brittle and thin, did not seem like cuticle remy, due to extreme tangles despite my using sulfate free shampoo, morrocainoil conditioners and oil on them. I wrote the company and they said they would replace them, they took several weeks to do so and I received super thin extensions! It would take 10 packs of hair like this to even be able to blend it. The hair seems nicer than the original but so thin it’s unusable. I was just getting ready to order longer extensions from them too but not now. I guess I need to find a new place to buy from. They were a great company but something is different now so be careful purchasing.<br /><br />I first want to say the customer service of this company is top notch! They answered all my silly questions and made things right when there was a mess up with my order. The hair quality is very high, the cuticle seems to be in the same direction so the hair doesn't matte or tangle up easily. I ordered color #60 and it is a bit warmer than I was expecting so I toned them using Redken Shades EQ in colors 9p 9v and crystal clear. Processed them for about 5-8 mins and they are the perfect ""frozen"" platinum blonde. I could not be happier! I have already told all my friends about this company!",3.7,5,2019,2,26,15
1403,1,This feels like a scam!!!!,"Negative 10,0000!!  There’s no 100 pieces! Lip glosses expired! I’m so upset!",3.0,99,2018,7,15,17
1404,1,The line scent is Not good,"I don't like the Lime it smells like under arm funk.... I thought it would smell fresh, but it smells like barn!!! Yes barn! With all the animals inside, I'm sitting with my arms clenched!!",3.8,1792,2021,8,6,1
1405,1,Not functional,"The come is sturdy and durable; however, the teeth are too close together to be functional.  I do not like it",4.3,191,2019,7,28,0
1406,1,And I have a big head.,Would not stay on my head! I gave it away,4.1,3720,2021,6,16,19
1407,1,Chemical Burns!!,Do not buy this product! They are stronger than other foot peels I’ve tried and resulted in chemical burns with blisters after wearing them for an hour.,4.2,215,2020,8,28,2
1408,1,Missing product,Package came ripped and missing 2 cans of hairspray.,4.8,7060,2020,10,14,22
1409,1,too dry and plastic like.,"Didn't go on well, too dry and plastic like.",3.5,27,2016,12,29,18
1410,1,Disappointed and in pain...,"Just got around to using this product as my old &#34;other&#34; brand took longer to run out then I expected. I am not happy with the product at all. Maybe I have a bad batch or something but save your money and get something else. The product irritated my skin and made it burn. I don't know why as it is mostly lemongrass and aloe... but I will not risk it again. Felt like chemical burns all over where I sprayed. I have other products that contain the aloe and lemongrass which provide no allergic reactions. On top of the severe irritation, the consistency of this product is water with a slight scent of lemongrass. My wife did not believe me when I told her the reaction I got on my face but after she applied it after shaving her legs, she retracted her sarcasm. While not a full blown chemical burn reaction that I received, her skin became irritated and itchy after application. I truly believe something is wrong with the formula for this batch but for safety I won't reccomend this product.",3.1,33,2016,12,7,6
1411,1,Hard pass,Really uncomfortable and cheap feeling.,2.0,17,2021,7,14,2
1412,1,I did not get 10.,I did not get 10. I only got 5.,3.8,23,2020,2,17,21
1413,1,Too thick look like a wig even when it is plucked,Do buy I paid to much for this to look like that,3.7,87,2021,7,21,23
1414,1,One Star,Not happy at all,3.2,6,2016,3,1,18
1415,1,Stopped working and customer service doesn’t exist,"Port where tooth tray plugs into device stopped plugging in securely and therefore device stopped working.  Number for customer service is a dead number, and cannot get a hold of company to discuss the issue and have faulty device exchanged.",4.1,1947,2020,12,30,17
1416,1,do not buy. a waste of money,"what ever you do, please don't buy!!! This hair was silky and soft once it arrived. That only lasted about a day. This hair sheds terribly and tangles. After week two I have to remove this hair. I never take the time to leave a review but I thought it would be helpful to this time. Dont waste your money like I did. Save your coins and spend more on better quality. you will Thank me later.  I would have returned it if it was not installed. Amazon you need to investigate products before you put them on your website",3.3,4,2019,4,29,23
1417,1,Don't waste your money in this product,"It doesn't last long, not even a minute<br />Poor quality product<br />Vicks vaporub is stronger than this product",4.4,95,2021,1,8,3
1418,1,Buy a Different Brand,"Cheaply made as the bristles keep breaking off, buttons in wrong place & I keep turning it off while using it. Takes forever to heat up. Low quality plug. I bought it because it was the first one available when they came out, but I wouldn't have bought this one if I knew it was crap. When it stops working in the near future I plan on buying a better one.",3.3,1037,2016,7,4,21
1419,1,No works. I already went to kohl’s and return it but I haven’t received my refund,No a good product. I return it,4.4,8691,2019,12,7,1
1420,1,Girl NO!!!,"You will struggle to get this wig to be decent enough to wear.. I don’t know where to start. The construction is terrible! Tracks shows when wet, tracks are spaced out, closure is a mess. Frontal is  short on the sides and long in the middle.. definitely not 13x4. Be prepared to cut practically all the lace to get it to fit your hairline.. hair tangles a lot more than most. It’s just not worth the money. 0 outta 10 would not recommend.",3.5,24,2021,8,23,10
1421,1,Nope,"It was horrible 😞 I received product for a party and when I was gonna use it I opened it the eyeliner was completely dried out, and the lashes were bent…. 😞",3.0,6,2021,12,29,21
1422,1,"Cheap, worthless",It split in half within a week. What a cheap ass products. Dont spend your money on it.,3.6,253,2020,11,21,19
1423,1,Mine was MISSING THREE PADS!  Returning!,"Literally they repackage these without checking what’s inside.<br /><br />Mine was missing three of the four pads.  Also, it is very small and flimsy. This cost about $2 to make.",2.8,4,2022,11,7,23
1424,1,This doesn't suck!,This product does not work - It does nothing for blackhead removal<br /><br />DO NOT BUY !,3.8,2346,2021,8,16,18
1425,1,very unhappy,my case falling  part the brushes are faded out after the first wash of using them what hold the brushes is also falling part very unhappy,3.4,110,2013,3,19,18
1426,1,One Star,Waste of money!,3.9,165,2018,7,2,16
1427,1,terrible head,use this razor maybe 20 times since bought and head and blades wore out,4.2,437,2019,8,21,0
1428,1,Do not purchase!,"Did not fit razor well.  After three or four attempts, I finally got the refill blade on.  Fits tight, to tight. I’ll go ahead and use the set I purchased but will not buy them in the future!",4.0,350,2020,3,10,18
1429,1,This is not as described,This is described as a sheer lipstick but it actually a very bold bright color.,3.2,5,2022,3,29,1
1430,1,One Star,Broke within 1 min of putting it in my hair. Cheap.,3.4,8,2016,11,4,23
1431,1,NOT Fine Mist,"Unfortunately, this bottle doesn't spray with a fine mist. It sprays like a regular spray bottle.  I do not recommend it; it's a waste of money.",4.7,4251,2021,7,27,4
1432,1,Didn’t work for me.,It did not stick well at all.,3.2,9,2018,4,7,23
1433,1,Bad Quality Hair/ Breakage/ Dry/ Tangled/Worn Looking,"I bought this unit and was excited based on the reviews at 26-inch length. However, you would need to cut it up 18 inches for this unit to look decent. I sent images to Karbalu Store and received a prompt response instead of a resolution to the quality of the product. My first response and I quote Dear; our hair is natural human hair without any synthetic hair. Generally speaking, any of our wigs are more prone to dryness and tangles than real hair because it does not produce natural oils from your scalp. Then I was informed on how you would care for any hair before install.<br /><br />If that is the stance, it's fine as a company. It should be reflected in the description and not the opposite. The hair is dry, tangles easily, and looks like it's had its day out of the packaging.<br /><br />If I had this unit for a few months and used it daily, ok. If I didn't take care of it properly. I opened this package and washed and conditioned to be used for the first time on New Year's Eve. The second image is how it looked after curling.<br /><br />It's a waste of money! It looks like something I've had for years and tried to resuscitate.",1.0,2,2022,1,4,15
1434,1,One Star,Zipper already broke. :(,3.5,23,2017,11,15,2
1435,1,Disappointed,Does not glow,4.0,46,2020,12,9,5
1436,1,One Star,i hate it !!!  it looks so bad and strange on my nails,3.5,166,2016,8,20,4
1437,1,Seems like the motor is seized,Took blow dryer out of the box. Plugged it in and it didn’t work. Seems like the motor is seized. Doesn’t blow any air just smells like it is burning and gets extremely hot. Tried finding an option to return to the seller but can’t find way to return and get a replacement. Had to give one star no option to give zero stars.very upset it didn’t work and can’t return.,4.1,302,2017,12,23,2
1438,1,doesn't work,These are too sharp for their own good. They just cut my hair rather than allow me to grip and actually pluck. I have scissors already; What I wanted was a pair of tweezers...,3.6,122,2016,2,1,7
1439,1,Should have bought NARS.,Had to contact the seller because there was very little color transfer by using either a brush or cotton ball.  They provided good customer service.,3.8,128,2018,7,14,19
1440,1,Used 🤮,"This arrived in a box with significant wear and upon opening the compact it was used! Not broken, used. With wiped sides and the bottom showing in the middle. So gross.",4.4,247,2023,2,25,5
1441,1,One word: Terrible!,"I used this hair for crochet braids, and it was awful! The hair started to shed as soon as I opened the package. It wouldn't stay knotted, even after applying heat. And it looked old after 1 day! The worst hair I've ever worked with! It may be good for box braids, but for crochet braids, I definitely DON'T recommend it.",2.9,5,2022,7,22,1
1442,1,Used twice  and it broke,Not happy!!!! Second time I tried to use it a row of the brush came out!  Would not recommend this prouduct,3.9,2731,2014,3,2,13
1443,1,No funciona,Esto es un robo eso no tiene nada de pelo 😡😡😡se supone que estoy comprando este pelo para lucir mucho mas pelo y resulta que yo tengo mas y me creí calva 👩‍🦲 es muy molesto ver que quieren robar a uno no compren esto,1.0,1,2022,8,26,22
1444,1,Don't buy from here. Order from company when possible,Been wearing these twists for years and had to order from Amazon. Absolutely horrible. Texture was extremely dry and itchy. Never in the past has this hair been like this but I was purchasing from the actual company. Amazon cannot be the supplier of everything because this hair was horrible. Dry Brittle itchy and no sheen. Usually extremely soft bouncy and shinny. Not purchasing from Amazon,4.5,46,2020,10,29,13
1445,1,Dont buy,Unusable and cheap looking,2.6,11,2020,12,6,1
1446,1,Old product,This was old. Nail strips didn't stay on nail even after prepping them with an alcohol pad.,3.9,16,2020,12,14,0
